DATE,d,TNK,TRT,TotEggs,femwt,#FEM,eggs/fem,Eggs_gFem,#fert,#vbl,#fert/fem,#vbl/fem,#fert/gfem,#vbl/gfem,PctFert,PctVBL
08/15/09,19,3,0.3mg/kg,4612.333333,67.7,2,2306.166667,68.12900049,1301.5,548,650.75,274,19.22451994,8.094534712,56.43564356,23.76237624
08/16/09,20,3,0.3mg/kg,6733.333333,67.7,2,3366.666667,99.45839488,16.66666667,16.66666667,8.333333333,8.333333333,0.246184146,0.246184146,0.495049505,0.495049505
08/17/09,21,3,0.3mg/kg,3927,67.7,2,1963.5,58.00590842,528,297,264,148.5,7.799113737,4.387001477,26.8907563,15.12605042
08/18/09,22,3,0.3mg/kg,2835,67.7,2,1417.5,41.87592319,297.5,157.5,148.75,78.75,4.394387001,2.326440177,20.98765432,11.11111111
08/19/09,23,3,0.3mg/kg,5375,67,2,2687.5,80.2238806,881.5,387,440.75,193.5,13.15671642,5.776119403,32.8,14.4
08/20/09,24,3,0.3mg/kg,4026,63.8,2,2013,63.10344828,0,0,0,0,0,0,0,0
07/28/09,1,4,control,5689.666667,58.3,2,2844.833333,97.59291023,2366,788.6666667,1183,394.3333333,40.58319039,13.52773013,83.16831683,27.72277228
07/29/09,2,4,control,4803.333333,58.3,2,2401.666667,82.38993711,1441,305.6666667,720.5,152.8333333,24.71698113,5.242995998,60,12.72727273
07/30/09,3,4,control,3840,58.3,2,1920,65.86620926,1680,744,840,372,28.81646655,12.76157804,87.5,38.75
07/31/09,4,4,control,3791.666667,58.3,2,1895.833333,65.03716409,1562.5,416.6666667,781.25,208.3333333,26.80102916,7.146941109,82.41758242,21.97802198
08/01/09,5,4,control,3171.333333,58.3,2,1585.666667,54.39679817,1562,875.6666667,781,437.8333333,26.79245283,15.02001144,98.50746269,55.2238806
08/02/09,6,4,control,4112.333333,58.3,2,2056.166667,70.53744997,1830.833333,1070.333333,915.4166667,535.1666667,31.40365923,18.35906232,89.04109589,52.05479452
08/03/09,7,4,control,3400,58.3,2,1700,58.31903945,1388.333333,878.3333333,694.1666667,439.1666667,23.81360778,15.06575186,81.66666667,51.66666667
08/04/09,8,4,control,3542,58.3,2,1771,60.75471698,1150,391,575,195.5,19.72555746,6.706689537,64.93506494,22.07792208
08/05/09,9,4,control,3776,58.3,2,1888,64.76843911,1376.666667,590,688.3333333,295,23.61349342,10.12006861,72.91666667,31.25
08/06/09,10,4,control,3533.333333,58.3,2,1766.666667,60.60606061,1219,565.3333333,609.5,282.6666667,20.90909091,9.696969697,69,32
08/07/09,11,4,control,2992,58.2,2,1496,51.40893471,1100,660,550,330,18.90034364,11.34020619,73.52941176,44.11764706
08/08/09,12,4,control,2426.666667,58.2,2,1213.333333,41.69530355,190.6666667,52,95.33333333,26,3.276059565,0.89347079,15.71428571,4.285714286
08/09/09,13,4,control,2538,58.2,2,1269,43.60824742,1112.333333,564,556.1666667,282,19.11225659,9.690721649,87.65432099,44.44444444
08/10/09,15,4,control,3226.666667,58.2,2,1613.333333,55.44100802,568.3333333,256.6666667,284.1666667,128.3333333,9.765177549,4.410080183,35.22727273,15.90909091
08/11/09,14,4,control,3990,58.5,2,1995,68.20512821,1482,608,741,304,25.33333333,10.39316239,74.28571429,30.47619048
08/12/09,16,4,control,4512,58.5,2,2256,77.12820513,1608,672,804,336,27.48717949,11.48717949,71.27659574,29.78723404
08/13/09,17,4,control,4725,58.5,2,2362.5,80.76923077,1691.666667,991.6666667,845.8333333,495.8333333,28.91737892,16.95156695,71.60493827,41.97530864
08/14/09,18,4,control,3395,58.5,2,1697.5,58.03418803,892.5,367.5,446.25,183.75,15.25641026,6.282051282,52.57731959,21.64948454
08/15/09,19,4,control,6811,60.1,2,3405.5,113.327787,2224,1204.666667,1112,602.3333333,37.00499168,20.04437049,65.30612245,35.37414966
08/16/09,20,4,control,3362.666667,60.1,2,1681.333333,55.95119246,1212.5,711.3333333,606.25,355.6666667,20.17470882,11.83582917,72.11538462,42.30769231
08/17/09,21,4,control,5213.333333,60.1,2,2606.666667,86.74431503,1722.666667,838.6666667,861.3333333,419.3333333,28.66333888,13.95452024,66.08695652,32.17391304
08/18/09,22,4,control,5985,60.1,2,2992.5,99.58402662,1260,675,630,337.5,20.96505824,11.2312812,42.10526316,22.55639098
08/19/09,23,4,control,5767.666667,57.9,2,2883.833333,99.61427749,1382.333333,643.5,691.1666667,321.75,23.87449626,11.11398964,47.9338843,22.31404959
08/20/09,24,4,control,3680,55.6,2,1840,66.18705036,1196,690,598,345,21.51079137,12.41007194,65,37.5
07/28/09,1,5,3mg/kg,7237.333333,65.7,2,3618.666667,110.1572806,2852,1196,1426,598,43.40943683,18.20395738,78.81355932,33.05084746
07/29/09,2,5,3mg/kg,7290,65.7,2,3645,110.9589041,3060,1080,1530,540,46.57534247,16.43835616,83.95061728,29.62962963
07/30/09,3,5,3mg/kg,3593.333333,65.7,2,1796.666667,54.69304921,1120,396.6666667,560,198.3333333,17.04718417,6.037544394,62.33766234,22.07792208
07/31/09,4,5,3mg/kg,5301.333333,65.7,2,2650.666667,80.69000507,1848,616,924,308,28.12785388,9.375951294,69.71830986,23.23943662
08/01/09,5,5,3mg/kg,3318.666667,65.7,2,1659.333333,50.51243024,1331.833333,720.5,665.9166667,360.25,20.27143582,10.96651446,80.26315789,43.42105263
08/02/09,6,5,3mg/kg,4464,65.7,2,2232,67.94520548,1704,888,852,444,25.93607306,13.51598174,76.34408602,39.78494624
08/03/09,7,5,3mg/kg,2707.333333,65.7,2,1353.666667,41.20750888,1069.833333,524,534.9166667,262,16.28361238,7.97564688,79.03225806,38.70967742
08/04/09,8,5,3mg/kg,5191,65.7,2,2595.5,79.01065449,89.5,29.83333333,44.75,14.91666667,1.362252664,0.454084221,3.448275862,1.149425287
08/05/09,9,5,3mg/kg,2492,65.7,2,1246,37.92998478,563.6666667,296.6666667,281.8333333,148.3333333,8.579401319,4.515474378,45.23809524,23.80952381
08/06/09,10,5,3mg/kg,3080,65.7,2,1540,46.87975647,968,484,484,242,14.73363775,7.366818874,62.85714286,31.42857143
08/07/09,11,5,3mg/kg,2727,64.3,2,1363.5,42.41057543,471.3333333,252.5,235.6666667,126.25,7.330222913,3.926905132,34.56790123,18.51851852
08/08/09,12,5,3mg/kg,1381.333333,64.3,2,690.6666667,21.48263349,259,98.66666667,129.5,49.33333333,4.027993779,1.534473821,37.5,14.28571429
08/09/09,13,5,3mg/kg,3451.666667,64.3,2,1725.833333,53.68066356,950,570,475,285,14.77449456,8.864696734,55.04587156,33.02752294
08/10/09,15,5,3mg/kg,450,64.3,2,225,6.99844479,175,100,87.5,50,2.721617418,1.555209953,77.77777778,44.44444444
08/11/09,14,5,3mg/kg,1869,59.5,2,934.5,31.41176471,89,59.33333333,44.5,29.66666667,1.495798319,0.99719888,9.523809524,6.349206349
08/12/09,16,5,3mg/kg,2683.666667,63.4,2,1341.833333,42.32912723,0,0,0,0,0,0,0,0
08/13/09,17,5,3mg/kg,2186.666667,63.4,2,1093.333333,34.49001052,0,0,0,0,0,0,0,0
08/14/09,18,5,3mg/kg,546,63.4,2,273,8.611987382,0,0,0,0,0,0,0,0
08/15/09,19,5,3mg/kg,2238.666667,63.5,2,1119.333333,35.25459318,138,76.66666667,69,38.33333333,2.173228346,1.207349081,12.32876712,6.849315068
08/16/09,20,5,3mg/kg,2910,63.5,2,1455,45.82677165,679,388,339.5,194,10.69291339,6.11023622,46.66666667,26.66666667
08/17/09,21,5,3mg/kg,2695,63.5,2,1347.5,42.44094488,166.8333333,51.33333333,83.41666667,25.66666667,2.627296588,0.80839895,12.38095238,3.80952381
08/18/09,22,5,3mg/kg,2521.666667,63.5,2,1260.833333,39.71128609,0,0,0,0,0,0,0,0
08/19/09,23,5,3mg/kg,2822,61.9,2,1411,45.58966074,608.6666667,262.8333333,304.3333333,131.4166667,9.833064082,4.246095854,43.1372549,18.62745098
08/20/09,24,5,3mg/kg,1476,63.5,2,738,23.24409449,336,168,168,84,5.291338583,2.645669291,45.52845528,22.76422764
07/28/09,1,6,control,5100,71.5,2,2550,71.32867133,1012.5,187.5,506.25,93.75,14.16083916,2.622377622,39.70588235,7.352941176
07/29/09,2,6,control,4148,71.5,2,2074,58.01398601,1687.666667,650.6666667,843.8333333,325.3333333,23.6037296,9.1002331,81.37254902,31.37254902
07/30/09,3,6,control,3305.333333,71.5,2,1652.666667,46.22843823,1250.666667,335,625.3333333,167.5,17.49184149,4.685314685,75.67567568,20.27027027
07/31/09,4,6,control,4679.666667,71.5,2,2339.833333,65.44988345,1582.333333,555.5,791.1666667,277.75,22.13053613,7.769230769,67.62589928,23.74100719
08/01/09,5,6,control,4708.333333,71.5,2,2354.166667,65.85081585,729.1666667,208.3333333,364.5833333,104.1666667,10.1981352,2.913752914,30.97345133,8.849557522
08/02/09,6,6,control,5755.333333,71.5,2,2877.666667,80.49417249,59.33333333,29.66666667,29.66666667,14.83333333,0.82983683,0.414918415,2.06185567,1.030927835
08/03/09,7,6,control,4529.666667,71.5,2,2264.833333,63.35198135,1375.833333,550.3333333,687.9166667,275.1666667,19.24242424,7.696969697,60.74766355,24.29906542
08/04/09,8,6,control,6000,71.5,2,3000,83.91608392,1950,600,975,300,27.27272727,8.391608392,65,20
08/05/09,9,6,control,5889,71.5,2,2944.5,82.36363636,1131,565.5,565.5,282.75,15.81818182,7.909090909,38.41059603,19.20529801
08/06/09,10,6,control,4992,71.5,2,2496,69.81818182,48,48,24,24,0.671328671,0.671328671,1.923076923,1.923076923
08/07/09,11,6,control,3733.333333,66.5,2,1866.666667,56.14035088,443.3333333,186.6666667,221.6666667,93.33333333,6.666666667,2.807017544,23.75,10
08/08/09,12,6,control,3495.333333,66.5,2,1747.666667,52.56140351,0,0,0,0,0,0,0,0
08/09/09,13,6,control,4092,66.5,2,2046,61.53383459,1006.5,445.5,503.25,222.75,15.13533835,6.69924812,49.19354839,21.77419355
08/10/09,15,6,control,3827,66.5,2,1913.5,57.54887218,494.5,172,247.25,86,7.436090226,2.586466165,25.84269663,8.988764045
08/11/09,14,6,control,4714.666667,71.5,2,2357.333333,65.93939394,1042.666667,408,521.3333333,204,14.58275058,5.706293706,44.23076923,17.30769231
08/12/09,16,6,control,5760,71.5,2,2880,80.55944056,1272,504,636,252,17.79020979,7.048951049,44.16666667,17.5
08/13/09,17,6,control,6493.666667,71.5,2,3246.833333,90.82051282,1502.666667,724.5,751.3333333,362.25,21.01631702,10.13286713,46.28099174,22.31404959
08/14/09,18,6,control,4865,71.5,2,2432.5,68.04195804,1714.333333,671.8333333,857.1666667,335.9166667,23.97668998,9.396270396,70.47619048,27.61904762
08/15/09,19,6,control,6709.333333,71.4,2,3354.666667,93.96825397,1745.333333,1133.333333,872.6666667,566.6666667,24.44444444,15.87301587,52.02702703,33.78378378
08/16/09,20,6,control,3712,71.4,2,1856,51.98879552,848,464,424,232,11.8767507,6.49859944,45.68965517,25
08/17/09,21,6,control,7644,71.4,2,3822,107.0588235,1743,777,871.5,388.5,24.41176471,10.88235294,45.6043956,20.32967033
08/18/09,22,6,control,7078.333333,71.4,2,3539.166667,99.1363212,1575.5,548,787.75,274,22.06582633,7.675070028,44.51612903,15.48387097
08/19/09,23,6,control,5708.333333,69.9,2,2854.166667,81.66428231,981.8333333,411,490.9166667,205.5,14.04625656,5.879828326,34.4,14.4
08/20/09,24,6,control,5445,67.3,2,2722.5,80.9063893,1215,562.5,607.5,281.25,18.05349183,8.358098068,44.62809917,20.66115702
07/28/09,1,7,0.3mg/kg,7622,63.5,2,3811,120.0314961,888,148,444,74,13.98425197,2.330708661,23.30097087,3.883495146
07/29/09,2,7,0.3mg/kg,7437,63.5,2,3718.5,117.1181102,1295,444,647.5,222,20.39370079,6.992125984,34.82587065,11.94029851
07/30/09,3,7,0.3mg/kg,3696,63.5,2,1848,58.20472441,399,126,199.5,63,6.283464567,1.984251969,21.59090909,6.818181818
07/31/09,4,7,0.3mg/kg,3754.666667,63.5,2,1877.333333,59.12860892,853.3333333,213.3333333,426.6666667,106.6666667,13.43832021,3.359580052,45.45454545,11.36363636
08/01/09,5,7,0.3mg/kg,3009.333333,63.5,2,1504.666667,47.39107612,0,0,0,0,0,0,0,0
08/02/09,6,7,0.3mg/kg,5851.333333,63.5,2,2925.666667,92.14698163,0,0,0,0,0,0,0,0
08/03/09,7,7,0.3mg/kg,5676.666667,63.5,2,2838.333333,89.39632546,693.3333333,195,346.6666667,97.5,10.91863517,3.070866142,24.42748092,6.870229008
08/04/09,8,7,0.3mg/kg,4160,63.5,2,2080,65.51181102,0,0,0,0,0,0,0,0
08/05/09,9,7,0.3mg/kg,2525,63.5,2,1262.5,39.76377953,0,0,0,0,0,0,0,0
08/06/09,10,7,0.3mg/kg,120,63.5,2,60,1.88976378,10,5,5,2.5,0.157480315,0.078740157,16.66666667,8.333333333
08/07/09,11,7,0.3mg/kg,3013,61.6,2,1506.5,48.91233766,0,0,0,0,0,0,0,0
08/08/09,12,7,0.3mg/kg,2932.666667,61.6,2,1466.333333,47.60822511,0,0,0,0,0,0,0,0
08/09/09,13,7,0.3mg/kg,2040,61.6,2,1020,33.11688312,439.1666667,325.8333333,219.5833333,162.9166667,7.129329004,5.289502165,43.05555556,31.94444444
08/10/09,15,7,0.3mg/kg,2669.333333,61.6,2,1334.666667,43.33333333,0,0,0,0,0,0,0,0
08/11/09,14,7,0.3mg/kg,1363,59,2,681.5,23.10169492,0,0,0,0,0,0,0,0
08/12/09,16,7,0.3mg/kg,4647.666667,63.9,2,2323.833333,72.73343766,0,0,0,0,0,0,0,0
08/13/09,17,7,0.3mg/kg,1064,63.9,2,532,16.65101721,0,0,0,0,0,0,0,0
08/14/09,18,7,0.3mg/kg,3768.333333,63.9,2,1884.166667,58.97235263,0,0,0,0,0,0,0,0
08/15/09,19,7,0.3mg/kg,1546.666667,63.1,2,773.3333333,24.51135763,0,0,0,0,0,0,0,0
08/16/09,20,7,0.3mg/kg,1901.333333,63.1,2,950.6666667,30.1320655,0,0,0,0,0,0,0,0
08/17/09,21,7,0.3mg/kg,7100,63.1,2,3550,112.5198098,1233.333333,350,616.6666667,175,19.54569466,5.546751189,34.74178404,9.85915493
08/18/09,22,7,0.3mg/kg,1512,63.1,2,756,23.96196513,24,0,12,0,0.380348653,0,3.174603175,0
08/19/09,23,7,0.3mg/kg,1773.333333,62.7,2,886.6666667,28.28282828,12.66666667,12.66666667,6.333333333,6.333333333,0.202020202,0.202020202,1.428571429,1.428571429
08/20/09,24,7,0.3mg/kg,2784,63.1,2,1392,44.12044374,0,0,0,0,0,0,,
07/28/09,1,8,control,9558.666667,52.5,2,4779.333333,182.0698413,4315.666667,1676.333333,2157.833333,838.1666667,82.2031746,31.93015873,90.29850746,35.07462687
07/29/09,2,8,control,5984,52.5,2,2992,113.9809524,2212.833333,1122,1106.416667,561,42.14920635,21.37142857,73.95833333,37.5
07/30/09,3,8,control,3380,52.5,2,1690,64.38095238,1083.333333,411.6666667,541.6666667,205.8333333,20.63492063,7.841269841,64.1025641,24.35897436
07/31/09,4,8,control,5373.333333,52.5,2,2686.666667,102.3492063,1733.333333,476.6666667,866.6666667,238.3333333,33.01587302,9.079365079,64.51612903,17.74193548
08/01/09,5,8,control,3725.333333,52.5,2,1862.666667,70.95873016,1121.833333,677.3333333,560.9166667,338.6666667,21.36825397,12.9015873,60.22727273,36.36363636
08/02/09,6,8,control,4853.333333,52.5,2,2426.666667,92.44444444,1520,746.6666667,760,373.3333333,28.95238095,14.22222222,62.63736264,30.76923077
08/03/09,7,8,control,5175,52.5,2,2587.5,98.57142857,1012.5,360,506.25,180,19.28571429,6.857142857,39.13043478,13.91304348
08/04/09,8,8,control,3126.666667,52.5,2,1563.333333,59.55555556,1353.333333,513.3333333,676.6666667,256.6666667,25.77777778,9.777777778,86.56716418,32.8358209
08/05/09,9,8,control,2924.666667,52.5,2,1462.333333,55.70793651,1159.166667,713.3333333,579.5833333,356.6666667,22.07936508,13.58730159,79.26829268,48.7804878
08/06/09,10,8,control,2790,52.5,2,1395,53.14285714,1069.5,868,534.75,434,20.37142857,16.53333333,0,0
08/07/09,11,8,control,3784,62.3,2,1892,60.73836276,1562,418,781,209,25.07223114,6.709470305,82.55813953,22.09302326
08/08/09,12,8,control,3330,62.3,2,1665,53.45104334,1221,425.5,610.5,212.75,19.59871589,6.829855538,73.33333333,25.55555556
08/09/09,13,8,control,3185,62.3,2,1592.5,51.12359551,1015,630,507.5,315,16.29213483,10.11235955,63.73626374,39.56043956
08/10/09,15,8,control,3427.333333,62.3,2,1713.666667,55.01337614,1552,711.3333333,776,355.6666667,24.9117175,11.41787052,90.56603774,41.50943396
08/11/09,14,8,control,3336.666667,63,2,1668.333333,52.96296296,1382.333333,810.3333333,691.1666667,405.1666667,21.94179894,12.86243386,82.85714286,48.57142857
08/12/09,16,8,control,6708.333333,63,2,3354.166667,106.4814815,3105,2223.333333,1552.5,1111.666667,49.28571429,35.29100529,92.57142857,66.28571429
08/13/09,16,8,control,7370,63,2,3685,116.984127,2310,770,1155,385,36.66666667,12.22222222,62.68656716,20.89552239
08/14/09,18,8,control,4080,63,2,2040,64.76190476,1768,770.6666667,884,385.3333333,28.06349206,12.23280423,86.66666667,37.77777778
08/15/09,19,8,control,2002,62.5,2,1001,32.032,576.3333333,348.8333333,288.1666667,174.4166667,9.221333333,5.581333333,57.57575758,34.84848485
